file,response_time,status
input/complex_table_portland_eugene.jpg,14.911319017410278,200
input/proxy.jpg,15.231046438217163,200
input/image001[494].jpg,15.500815391540527,200
input/image_123927839[354].JPG,16.455392837524414,500
input/72853182174__FC74C8B9-720F-4A35-934E-D21A2021DA4A.JPG,16.56291389465332,500
input/image001[476].jpg,16.561356782913208,200
input/image_123927839[350].JPG,17.236343145370483,200
input/b7483458-2d2e-4a0f-b0f4-850343d1cf81 copy.jpg,17.57343626022339,200
input/image001[489].jpg,17.903172731399536,200
input/heather.jpg,18.700631141662598,200
input/A9DEFC19-BEFF-419A-9AFF-B04B892E2894.jpg,18.743457794189453,200
input/image_123927839[353].JPG,18.950337886810303,200
input/e3ad86c0-e4aa-4d7b-aca3-aa7465cdafe8 copy.jpg,19.707749366760254,200
input/ebdc985f-5e5f-401d-bd47-b11487047a7a.jpg,20.360459804534912,200
input/Blank diagram - Page 1.png,21.55960750579834,200
input/image001[234].jpg,22.48908543586731,500
input/Screenshot 2024-09-19 at 12.10.00 PM copy.png,23.2711443901062,500
input/httpatomoreillycomsourceoreillyimages224087.png.jpg,24.36268973350525,200
input/image001[545].jpg,26.572211980819702,200
input/image_123927839[357].JPG,27.26823663711548,500
input/2ce0463b-44cb-4104-a313-a6e86327db98 copy.jpg,27.24703621864319,200
input/0f4e8865c87c620ba91ec7b622547382a39a661ae6e8f6d4b0f89e1a-2.png,30.357407093048096,502
input/c58a36dc-ebce-4969-bdc5-76142825c4e0.jpg,30.362122774124146,502
input/8ce6ab48-304c-4a4c-80f6-a32d234234bd.jpg,30.30941128730774,502
input/b56cdf4b-547f-4f46-bab2-18f1bce3e21f.jpg,30.298628568649292,502
input/image001[206].jpg,30.31800937652588,502
input/image001[486].jpg,30.356412649154663,502
input/image001[505].jpg,30.363002061843872,502
input/image_123927839[358].JPG,30.39053511619568,502
input/cd59da73-6c12-4c73-a711-792cad12f3a1.jpg,30.371090173721313,502
input/a1f7148b-7872-4e51-87e5-67350b10b57d.jpg,30.97281575202942,502
input/AD86477C-7782-41E0-8664-DBF244DD4B10[7837].jpg,31.25311589241028,502
input/image001[543].jpg,31.31855344772339,502
input/image001[542].jpg,31.46750235557556,502
input/image001[536].jpg,31.511592626571655,502
input/6bef1582-d635-4dff-ac6d-19761b06a011.jpg,31.51467251777649,502
input/image001[535].jpg,31.547333002090454,502
input/image001[528].jpg,31.563690900802612,502
input/Screenshot 2024-09-19 at 12.10.00 PM.png,32.0294554233551,502
input/image001[106].jpg,32.29815149307251,502
input/40ef14ec-c4e0-459d-83ab-7b3598d381d9 copy.jpg,32.41015863418579,502
input/b3897b84-796b-438f-99c9-886d0dde405c.jpg,32.50863218307495,502
input/image001[498].jpg,32.58461260795593,502
input/test_image copy.jpg,32.60885810852051,502
input/image_123927839[356].JPG,32.7857711315155,502
input/image001[248].jpg,32.87955093383789,502
input/image001[468].jpg,32.9081335067749,502
input/e3ad86c0-e4aa-4d7b-aca3-aa7465cdafe8.jpg,32.91362953186035,502
input/image001[218].jpg,32.99286603927612,502
input/image001[245].jpg,33.1235773563385,502
input/563f8ec6-61cf-468b-b2d6-5b954fd56e0f.jpg,33.15021514892578,502
input/Image 8-15-24 at 1.28 PM.jpg,33.302401542663574,502
input/image001[497].jpg,33.35770297050476,502
input/image001[467].jpg,33.522451877593994,502
input/proxy copy.jpg,33.58328461647034,502
input/image001[145].jpg,33.695605993270874,502
input/hpc-web-gtc23-h100-1cn-d@2x.jpg,33.986266136169434,502
input/a1f7148b-7872-4e51-87e5-67350b10b57d copy.jpg,34.274635791778564,502
input/167a5010-0fe4-41b6-ad4d-4a2700f88253 copy.jpg,34.57309937477112,502
input/image_123927839[7848].JPG,34.621575355529785,502
input/image001[504].jpg,34.685508489608765,502
input/highQualityImage.jpg,34.81956195831299,502
input/Image_example_twitter.jpg,34.90949535369873,502
input/image001[492].jpg,35.03716564178467,502
input/image001[485].jpg,35.36974120140076,502
input/image_123927839[349].JPG,42.08253622055054,502
